,pubmed,title,authors,year,journal
6804,21772062,Neural changes following cognitive behaviour therapy for psychosis: a longitudinal study.,"Kumari V, Fannon D, Peters ER, Ffytche DH, Sumich AL, Premkumar P, Anilkumar AP, Andrew C, Phillips ML, Williams SC, Kuipers E",2011,Brain : a journal of neurology
6805,21775199,Functional MRI of sleep spindles and K-complexes.,"Caporro M, Haneef Z, Yeh HJ, Lenartowicz A, Buttinelli C, Parvizi J, Stern JM",2012,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology
6806,21775613,Functional connectivity of the striatum links motivation to action control in humans.,"Harsay HA, Cohen MX, Oosterhof NN, Forstmann BU, Mars RB, Ridderinkhof KR",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6807,21775616,The right posterior paravermis and the control of language interference.,"Filippi R, Richardson FM, Dick F, Leech R, Green DW, Thomas MS, Price CJ",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6808,21775617,Prior expectation modulates the interaction between sensory and prefrontal regions in the human brain.,"Rahnev D, Lau H, de Lange FP",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6809,21775675,Competition in working memory reduces frontal guidance of visual selection.,"Soto D, Greene CM, Chaudhary A, Rotshtein P",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6810,21777596,Event congruency and episodic encoding: a developmental fMRI study.,"Maril A, Avital R, Reggev N, Zuckerman M, Sadeh T, Ben Sira L, Livneh N",2011,Neuropsychologia
6811,21777912,White matter microstructural abnormalities in the frontal lobe of adults with antisocial personality disorder.,"Sundram F, Deeley Q, Sarkar S, Daly E, Latham R, Craig M, Raczek M, Fahy T, Picchioni M, Barker GJ, Murphy DG",2012,Cortex; a journal devoted to the study of the nervous system and behavior
6812,21778039,The attenuation of dysfunctional emotional processing with stimulant medication:  an fMRI study of adolescents with ADHD.,"Posner J, Maia TV, Fair D, Peterson BS, Sonuga-Barke EJ, Nagel BJ",2011,Psychiatry research
6813,21782030,"Apathy, depression, and motor symptoms have distinct and separable resting activity patterns in idiopathic Parkinson disease.","Skidmore FM, Yang M, Baxter L, von Deneen K, Collingwood J, He G, Tandon R, Korenkevych D, Savenkov A, Heilman KM, Gold M, Liu Y",2013,NeuroImage
6814,21782031,Mind wandering and attention during focused meditation: a fine-grained temporal analysis of fluctuating cognitive states.,"Hasenkamp W, Wilson-Mendenhall CD, Duncan E, Barsalou LW",2012,NeuroImage
6815,21782157,The effect of problem structure on problem-solving: an fMRI study of word versus  number problems.,"Newman SD, Willoughby G, Pruce B",2011,Brain research
6816,21782246,"Abnormal neural activities in first-episode, treatment-naive, short-illness-duration, and treatment-response patients with major depressive disorder: a resting-state fMRI study.","Guo WB, Liu F, Xue ZM, Yu Y, Ma CQ, Tan CL, Sun XL, Chen JD, Liu ZN, Xiao CQ, Chen HF, Zhao JP",2011,Journal of affective disorders
6817,21782287,Structural MRI changes detectable up to ten years before clinical Alzheimer's disease.,"Tondelli M, Wilcock GK, Nichelli P, De Jager CA, Jenkinson M, Zamboni G",2012,Neurobiology of aging
6818,21782309,An fMRI investigation of a novel analogue to the Trail-Making Test.,"Jacobson SC, Blanchard M, Connolly CC, Cannon M, Garavan H",2011,Brain and cognition
6819,21782395,Aberrant visual circuitry associated with normal spatial match-to-sample accuracy in schizophrenia.,"Avsar KB, Stoeckel LE, Bolding MS, White DM, Tagamets MA, Holcomb HH, Lahti AC",2011,Psychiatry research
6820,21782960,Goal-independent mechanisms for free response generation: creative and pseudo-random performance share neural substrates.,"de Manzano O, Ullen F",2012,NeuroImage
6821,21783177,Neural correlates of hypothalamic-pituitary-adrenal regulation of mothers with their infants.,"Laurent HK, Stevens A, Ablow JC",2011,Biological psychiatry
6822,21784106,Age differences in spatial working memory contributions to visuomotor adaptation  and transfer.,"Langan J, Seidler RD",2011,Behavioural brain research
6823,21784164,Sustained gamma band synchronization in early visual areas reflects the level of  selective attention.,"Kahlbrock N, Butz M, May ES, Schnitzler A",2012,NeuroImage
6824,21784971,Reduced functional integration and segregation of distributed neural systems underlying social and emotional information processing in autism spectrum disorders.,"Rudie JD, Shehzad Z, Hernandez LM, Colich NL, Bookheimer SY, Iacoboni M, Dapretto M",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6825,21785117,Convergent grey and white matter evidence of orbitofrontal cortex changes related to disinhibition in behavioural variant frontotemporal dementia.,"Hornberger M, Geng J, Hodges JR",2011,Brain : a journal of neurology
6826,21787795,The attention network of the human brain: relating structural damage associated with spatial neglect to functional imaging correlates of spatial attention.,"Ptak R, Schnider A",2011,Neuropsychologia
6827,21787870,Phonological manipulation between speech perception and production activates a parieto-frontal circuit.,"Peschke C, Ziegler W, Eisenberger J, Baumgaertner A",2012,NeuroImage
6828,21795550,How ongoing neuronal oscillations account for evoked fMRI variability.,"Becker R, Reinacher M, Freyer F, Villringer A, Ritter P",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6829,21795556,Focusing attention on the health aspects of foods changes value signals in vmPFC  and improves dietary choice.,"Hare TA, Malmaud J, Rangel A",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6830,21795615,Functional magnetic resonance adaptation reveals the involvement of the dorsomedial stream in hand orientation for grasping.,"Monaco S, Cavina-Pratesi C, Sedda A, Fattori P, Galletti C, Culham JC",2011,Journal of neurophysiology
6831,21795627,The organization of the human cerebellum estimated by intrinsic functional connectivity.,"Buckner RL, Krienen FM, Castellanos A, Diaz JC, Yeo BT",2011,Journal of neurophysiology
6832,21798310,Altered regional homogeneity in motor cortices in patients with multiple system atrophy.,"You H, Wang J, Wang H, Zang YF, Zheng FL, Meng CL, Feng F",2011,Neuroscience letters
6833,21799729,Activation in a frontoparietal cortical network underlies individual differences  in the performance of an embedded figures task.,"Walter E, Dassonville P",2011,PloS one
6834,21799807,Differential neural responses to food images in women with bulimia versus anorexia nervosa.,"Brooks SJ, O'Daly OG, Uher R, Friederich HC, Giampietro V, Brammer M, Williams SC, Schioth HB, Treasure J, Campbell IC",2011,PloS one
6835,21802436,Low and high imagers activate networks differentially in mental rotation.,"Logie RH, Pernet CR, Buonocore A, Della Sala S",2011,Neuropsychologia
6836,21802717,Neural correlates in the processing of phoneme-level complexity in vowel production.,"Park H, Iverson GK, Park HJ",2011,Brain and language
6837,21803063,The neural correlates of specific versus general autobiographical memory construction and elaboration.,"Holland AC, Addis DR, Kensinger EA",2011,Neuropsychologia
6838,21803163,Self-modulation of primary motor cortex activity with motor and motor imagery tasks using real-time fMRI-based neurofeedback.,"Berman BD, Horovitz SG, Venkataraman G, Hallett M",2012,NeuroImage
6839,21803165,Different types of target probability have different prefrontal consequences.,"Hon N, Ong J, Tan R, Yang TH",2012,NeuroImage
6840,21803339,A supramodal brain substrate of word form processing--an fMRI study on homonym finding with auditory and visual input.,"Balthasar AJ, Huber W, Weis S",2011,Brain research
6841,21807006,Perceptual and anatomic patterns of selective deficits in facial identity and expression processing.,"Fox CJ, Hanif HM, Iaria G, Duchaine BC, Barton JJ",2011,Neuropsychologia
6842,21807101,Are brain networks stable during a 24-hour period?,"Park B, Kim JI, Lee D, Jeong SO, Lee JD, Park HJ",2012,NeuroImage
6843,21807415,Early influence of the rs4675690 on the neural substrates of sadness.,"Fortier E, Noreau A, Lepore F, Boivin M, Perusse D, Rouleau GA, Beauregard M",2011,Journal of affective disorders
6844,21808015,Role of olivocerebellar system in timing without awareness.,"Wu X, Ashe J, Bushara KO",2011,Proceedings of the National Academy of Sciences of the United States of America
6845,21808615,Specialization in the human brain: the case of numbers.,"Cohen Kadosh R, Bahrami B, Walsh V, Butterworth B, Popescu T, Price CJ",2011,Frontiers in human neuroscience
6846,21810451,Abnormal spontaneous brain activity in medication-naive ADHD children: a resting  state fMRI study.,"Yang H, Wu QZ, Guo LT, Li QQ, Long XY, Huang XQ, Chan RC, Gong QY",2011,Neuroscience letters
6847,21810986,A role for the hippocampus in encoding simulations of future events.,"Martin VC, Schacter DL, Corballis MC, Addis DR",2011,Proceedings of the National Academy of Sciences of the United States of America
6848,21811450,True and false recognition memories of odors induce distinct neural signatures.,"Royet JP, Morin-Audebrand L, Cerf-Ducastel B, Haase L, Issanchou S, Murphy C, Fonlupt P, Sulmont-Rosse C, Plailly J",2011,Frontiers in human neuroscience
6849,21811568,Functional disconnection and compensation in mild cognitive impairment: evidence  from DLPFC connectivity using resting-state fMRI.,"Liang P, Wang Z, Yang Y, Jia X, Li K",2011,PloS one
6850,21812560,The bimusical brain is not two monomusical brains in one: evidence from musical affective processing.,"Wong PC, Chan AH, Roy A, Margulis EH",2011,Journal of cognitive neuroscience
6851,21812564,Development of functional connectivity during adolescence: a longitudinal study using an action-observation paradigm.,"Shaw DJ, Grosbras MH, Leonard G, Pike GB, Paus T",2011,Journal of cognitive neuroscience
6852,21812566,Reduced specificity of hippocampal and posterior ventrolateral prefrontal activity during relational retrieval in normal aging.,"Giovanello KS, Schacter DL",2012,Journal of cognitive neuroscience
6853,21812571,The neurotopography of written word production: an fMRI investigation of the distribution of sensitivity to length and frequency.,"Rapp B, Dufor O",2011,Journal of cognitive neuroscience
6854,21813114,Altered resting-state functional connectivity of thalamus in earthquake-induced posttraumatic stress disorder: a functional magnetic resonance imaging study.,"Yin Y, Jin C, Hu X, Duan L, Li Z, Song M, Chen H, Feng B, Jiang T, Jin H, Wong C, Gong Q, Li L",2011,Brain research
6855,21813210,Resting state fMRI in Alzheimer's disease: beyond the default mode network.,"Agosta F, Pievani M, Geroldi C, Copetti M, Frisoni GB, Filippi M",2012,Neurobiology of aging
6856,21813680,Effects of brain amyloid deposition and reduced glucose metabolism on the default mode of brain function in normal aging.,"Kikuchi M, Hirosawa T, Yokokura M, Yagi S, Mori N, Yoshikawa E, Yoshihara Y, Sugihara G, Takebayashi K, Iwata Y, Suzuki K, Nakamura K, Ueki T, Minabe Y, Ouchi Y",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6857,21813690,Mirror-image sensitivity and invariance in object and scene processing pathways.,"Dilks DD, Julian JB, Kubilius J, Spelke ES, Kanwisher N",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6858,21813693,Physical and perceptual factors shape the neural mechanisms that integrate audiovisual signals in speech comprehension.,"Lee H, Noppeney U",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6859,21817091,Striatum-medial prefrontal cortex connectivity predicts developmental changes in  reinforcement learning.,"van den Bos W, Cohen MX, Kahnt T, Crone EA",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6860,21818386,Chinese and Korean characters engage the same visual word form area in proficient early Chinese-Korean bilinguals.,"Bai J, Shi J, Jiang Y, He S, Weng X",2011,PloS one
6861,21820518,Network modulation during complex syntactic processing.,"den Ouden DB, Saur D, Mader W, Schelter B, Lukic S, Wali E, Timmer J, Thompson CK",2012,NeuroImage
6862,21820647,Abnormal hypothalamic response to light in seasonal affective disorder.,"Vandewalle G, Hebert M, Beaulieu C, Richard L, Daneault V, Garon ML, Leblanc J, Grandjean D, Maquet P, Schwartz S, Dumont M, Doyon J, Carrier J",2011,Biological psychiatry
6863,21820874,"Imputation techniques for the detection of microstructural changes in schizophrenia, with an application to magnetization transfer imaging.","Bachmann S, Haffer S, Beschoner P, Viviani R",2011,Schizophrenia research
6864,21820878,Common and distinct neural correlates of emotional processing in Bipolar Disorder and Major Depressive Disorder: a voxel-based meta-analysis of functional magnetic resonance imaging studies.,"Delvecchio G, Fossati P, Boyer P, Brambilla P, Falkai P, Gruber O, Hietala J, Lawrie SM, Martinot JL, McIntosh AM, Meisenzahl E, Frangou S",2012,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology
6865,21821057,Electrophysiological correlates of non-symbolic numerical magnitude processing in children: joining the dots.,"Heine A, Tamm S, Wissmann J, Jacobs AM",2011,Neuropsychologia
6866,21821135,Genetic variation in nicotinic receptors affects brain networks involved in reorienting attention.,"Giessing C, Neber T, Thiel CM",2012,NeuroImage
6867,21823207,"Look at me, I'll remember you: the perception of self-relevant social cues enhances memory and right hippocampal activity.","Conty L, Grezes J",2012,Human brain mapping
6868,21826759,Representation of perceived sound valence in the human brain.,"Viinikainen M, Katsyri J, Sams M",2012,Human brain mapping
6869,21826760,"Functional MRI assessment of orofacial articulators: neural correlates of lip, jaw, larynx, and tongue movements.","Grabski K, Lamalle L, Vilain C, Schwartz JL, Vallee N, Tropres I, Baciu M, Le Bas JF, Sato M",2012,Human brain mapping
6870,21826762,Effects of rapid eye movement sleep deprivation on fear extinction recall and prediction error signaling.,"Spoormaker VI, Schroter MS, Andrade KC, Dresler M, Kiem SA, Goya-Maldonado R, Wetter TC, Holsboer F, Samann PG, Czisch M",2012,Human brain mapping
6871,21827859,Fear-relevant outcomes modulate the neural correlates of probabilistic classification learning.,"Prince SE, Thomas LA, Kragel PA, LaBar KS",2012,NeuroImage
6872,21827860,Relationship between aberrant brain connectivity and clinical features in Angelman Syndrome: a new method using tract based spatial statistics of DTI color-coded orientation maps.,"Tiwari VN, Jeong JW, Wilson BJ, Behen ME, Chugani HT, Sundaram SK",2012,NeuroImage
6873,21828112,Neural circuitry underlying affective response to peer feedback in adolescence.,"Guyer AE, Choate VR, Pine DS, Nelson EE",2012,Social cognitive and affective neuroscience
6874,21829564,Task-induced deactivation from rest extends beyond the default mode brain network.,"Harrison BJ, Pujol J, Contreras-Rodriguez O, Soriano-Mas C, Lopez-Sola M, Deus J, Ortiz H, Blanco-Hinojo L, Alonso P, Hernandez-Ribas R, Cardoner N, Menchon JM",2011,PloS one
6875,21829668,Anterior medial prefrontal cortex exhibits activation during task preparation but deactivation during task execution.,"Koshino H, Minamoto T, Ikeda T, Osaka M, Otsuka Y, Osaka N",2011,PloS one
6876,21830257,Spatiotemporal dynamics of processing nonsymbolic number: an event-related potential source localization study.,"Hyde DC, Spelke ES",2012,Human brain mapping
6877,21831358,Exploring the neural correlates of delusions of reference.,"Menon M, Schmitz TW, Anderson AK, Graff A, Korostil M, Mamo D, Gerretsen P, Addington J, Remington G, Kapur S",2011,Biological psychiatry
6878,21831362,Differential magnitude coding of gains and omitted rewards in the ventral striatum.,"Pedroni A, Koeneke S, Velickaite A, Jancke L",2011,Brain research
6879,21831603,White matter abnormalities in adults with 22q11 deletion syndrome with and without schizophrenia.,"da Silva Alves F, Schmitz N, Bloemen O, van der Meer J, Meijer J, Boot E, Nederveen A, de Haan L, Linszen D, van Amelsvoort T",2011,Schizophrenia research
6880,21831605,Regional homogeneity changes in social anxiety disorder: a resting-state fMRI study.,"Qiu C, Liao W, Ding J, Feng Y, Zhu C, Nie X, Zhang W, Chen H, Gong Q",2011,Psychiatry research
6881,21831606,Semantic fluency deficits and reduced grey matter before transition to psychosis: a voxelwise correlational analysis.,"Meijer JH, Schmitz N, Nieman DH, Becker HE, van Amelsvoort TA, Dingemans PM, Linszen DH, de Haan L",2011,Psychiatry research
6882,21834102,Rostrolateral prefrontal cortex: domain-general or domain-sensitive?,"Wendelken C, Chung D, Bunge SA",2012,Human brain mapping
6883,21835246,Oscillatory MEG gamma band activity dissociates perceptual and conceptual aspects of visual object processing: a combined repetition/conceptual priming study.,"Friese U, Supp GG, Hipp JF, Engel AK, Gruber T",2012,NeuroImage
6884,21835248,Smoking experience modulates the cortical integration of vision and haptics.,"Yalachkov Y, Kaiser J, Gorres A, Seehaus A, Naumer MJ",2012,NeuroImage
6885,21835249,Removing the effect of response time on brain activity reveals developmental differences in conflict processing in the posterior medial prefrontal cortex.,"Carp J, Fitzgerald KD, Taylor SF, Weissman DH",2012,NeuroImage
6886,21839174,Altered resting-state effective connectivity of fronto-parietal motor control systems on the primary motor network following stroke.,"Inman CS, James GA, Hamann S, Rajendra JK, Pagnoni G, Butler AJ",2012,NeuroImage
6887,21839175,Form and motion make independent contributions to the response to biological motion in occipitotemporal cortex.,"Thompson JC, Baccus W",2012,NeuroImage
6888,21840340,Human avoidance and approach learning: evidence for overlapping neural systems and experiential avoidance modulation of avoidance neurocircuitry.,"Schlund MW, Magee S, Hudgins CD",2011,Behavioural brain research
6889,21840344,Habituation within the somatosensory processing hierarchy.,"Klingner CM, Nenadic I, Hasler C, Brodoehl S, Witte OW",2011,Behavioural brain research
6890,21840401,White matter integrity and five-factor personality measures in healthy adults.,"Xu J, Potenza MN",2012,NeuroImage
6891,21840402,Lasting effects of chronic fluoxetine treatment on the late developing rat brain: age-dependent changes in the serotonergic neurotransmitter system assessed by pharmacological MRI.,"Klomp A, Tremoleda JL, Wylezinska M, Nederveen AJ, Feenstra M, Gsell W, Reneman L",2012,NeuroImage
6892,21840405,Remembering forward: neural correlates of memory and prediction in human motor adaptation.,"Scheidt RA, Zimbelman JL, Salowitz NM, Suminski AJ, Mosier KM, Houk J, Simo L",2012,NeuroImage
6893,21840407,Cortico-striatal disconnection within the cingulo-opercular network in schizophrenia revealed by intrinsic functional connectivity analysis: a resting fMRI study.,"Tu PC, Hsieh JC, Li CT, Bai YM, Su TP",2012,NeuroImage
6894,21840409,Multi-task functional MRI in multiple sclerosis patients without clinical disability.,"Colorado RA, Shukla K, Zhou Y, Wolinsky JS, Narayana PA",2012,NeuroImage
6895,21840627,Functional connectivity tracks clinical deterioration in Alzheimer's disease.,"Damoiseaux JS, Prater KE, Miller BL, Greicius MD",2012,Neurobiology of aging
6896,21840846,Consequences of magnocellular dysfunction on processing attended information in schizophrenia.,"Martinez A, Hillyard SA, Bickel S, Dias EC, Butler PD, Javitt DC",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6897,21843538,Neural correlates of the processing of self-referent emotional information in bulimia nervosa.,"Pringle A, Ashworth F, Harmer CJ, Norbury R, Cooper MJ",2011,Neuropsychologia
6898,21843646,Calibrated fMRI during a cognitive Stroop task reveals reduced metabolic response with increasing age.,"Mohtasib RS, Lumley G, Goodwin JA, Emsley HC, Sluming V, Parkes LM",2012,NeuroImage
6899,21849560,The control of mimicry by eye contact is mediated by medial prefrontal cortex.,"Wang Y, Ramsey R, Hamilton AF",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6900,21854855,Evaluative and generative modes of thought during the creative process.,"Ellamil M, Dobson C, Beeman M, Christoff K",2012,NeuroImage
6901,21854858,Normal amygdala activation but deficient ventrolateral prefrontal activation in adults with bipolar disorder during euthymia.,"Foland-Ross LC, Bookheimer SY, Lieberman MD, Sugar CA, Townsend JD, Fischer J, Torrisi S, Penfold C, Madsen SK, Thompson PM, Altshuler LL",2012,NeuroImage
6902,21856337,How one's favorite song activates the reward circuitry of the brain: personality  matters!,"Montag C, Reuter M, Axmacher N",2011,Behavioural brain research
6903,21856429,Moderators of the association between brain activation and farsighted choice.,"Luo S, Ainslie G, Pollini D, Giragosian L, Monterosso JR",2012,NeuroImage
6904,21857031,Neural basis of music knowledge: evidence from the dementias.,"Hsieh S, Hornberger M, Piguet O, Hodges JR",2011,Brain : a journal of neurology
6905,21858062,Analysis of variance in neuroreceptor ligand imaging studies.,"Ko JH, Reilhac A, Ray N, Rusjan P, Bloomfield P, Pellecchia G, Houle S, Strafella AP",2011,PloS one
6906,21861674,"Deconstructing events: the neural bases for space, time, and causality.","Kranjec A, Cardillo ER, Schmidt GL, Lehet M, Chatterjee A",2012,Journal of cognitive neuroscience
6907,21861675,The effects of aging on the neural basis of implicit associative learning in a probabilistic triplets learning task.,"Simon JR, Vaidya CJ, Howard JH, Howard DV",2012,Journal of cognitive neuroscience
6908,21861676,Amygdalar function reflects common individual differences in emotion and pain regulation success.,"Lapate RC, Lee H, Salomons TV, van Reekum CM, Greischar LL, Davidson RJ",2012,Journal of cognitive neuroscience
6909,21861678,Dissociable neural activations of conscious visibility and attention.,"Tsubomi H, Ikeda T, Hanakawa T, Hirose N, Fukuyama H, Osaka N",2012,Journal of cognitive neuroscience
6910,21861684,Dynamic facial expressions evoke distinct activation in the face perception network: a connectivity analysis study.,"Foley E, Rippon G, Thai NJ, Longe O, Senior C",2012,Journal of cognitive neuroscience
6911,21862179,Resting-state fMRI changes in Alzheimer's disease and mild cognitive impairment.,"Binnewijzend MA, Schoonheim MM, Sanz-Arigita E, Wink AM, van der Flier WM, Tolboom N, Adriaanse SM, Damoiseaux JS, Scheltens P, van Berckel BN, Barkhof F",2012,Neurobiology of aging
6912,21862445,Role of the medial part of the intraparietal sulcus in implementing movement direction.,"Davare M, Zenon A, Pourtois G, Desmurget M, Olivier E",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6913,21862447,Word intelligibility and age predict visual cortex activity during word listening.,"Kuchinsky SE, Vaden KI Jr, Keren NI, Harris KC, Ahlstrom JB, Dubno JR, Eckert MA",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6914,21864550,Emotionally negative stimuli can overcome attentional deficits in patients with visuo-spatial hemineglect.,"Grabowska A, Marchewka A, Seniow J, Polanowska K, Jednorog K, Krolicki L, Kossut M, Czlonkowska A",2011,Neuropsychologia
6915,21864560,Neural bases of selective attention in action video game players.,"Bavelier D, Achtman RL, Mani M, Focker J",2012,Vision research
6916,21867758,Changing the structure of complex visuo-motor sequences selectively activates the fronto-parietal network.,"Pammi VS, Miyapuram KP, Ahmed, Samejima K, Bapi RS, Doya K",2012,NeuroImage
6917,21868203,fMRI working memory hypo-activations in schizophrenia come with a coupling deficit between arousal and cognition.,"Foucher JR, Luck D, Marrer C, Pham BT, Gounot D, Vidailhet P, Otzenberger H",2011,Psychiatry research
6918,21868390,Changes in regional and temporal patterns of activity associated with aging during the performance of a lexical set-shifting task.,"Martins R, Simard F, Provost JS, Monchi O",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6919,21871533,Neural activation during imitation of movements presented from four different perspectives: a functional magnetic resonance imaging study.,"Watanabe R, Watanabe S, Kuruma H, Murakami Y, Seno A, Matsuda T",2011,Neuroscience letters
6920,21871571,Learning to play a melody: an fMRI study examining the formation of auditory-motor associations.,"Chen JL, Rae C, Watkins KE",2012,NeuroImage
6921,21872451,Impaired neural processing of social attribution in anorexia nervosa.,"McAdams CJ, Krawczyk DC",2011,Psychiatry research
6922,21872614,"The ""paradoxical"" engagement of the primary auditory cortex in patients with auditory verbal hallucinations: a meta-analysis of functional neuroimaging studies.","Kompus K, Westerhausen R, Hugdahl K",2011,Neuropsychologia
6923,21872853,Brain connectivity during resting state and subsequent working memory task predicts behavioural performance.,"Sala-Llonch R, Pena-Gomez C, Arenaza-Urquijo EM, Vidal-Pineiro D, Bargallo N, Junque C, Bartres-Faz D",2012,Cortex; a journal devoted to the study of the nervous system and behavior
6924,21875780,The insula-claustrum region and delusions in schizophrenia.,"Cascella NG, Gerner GJ, Fieldstone SC, Sawa A, Schretlen DJ",2011,Schizophrenia research
6925,21878364,Amygdala hyperactivation and prefrontal hypoactivation in subjects with cognitive vulnerability to depression.,"Zhong M, Wang X, Xiao J, Yi J, Zhu X, Liao J, Wang W, Yao S",2011,Biological psychology
6926,21878394,Variation of the gene coding for DARPP-32 (PPP1R1B) and brain connectivity during associative emotional learning.,"Curcic-Blake B, Swart M, Ter Horst GJ, Langers DR, Kema IP, Aleman A",2012,NeuroImage
6927,21878395,Squeezing lemons in the bathroom: contextual information modulates action recognition.,"Wurm MF, Schubotz RI",2012,NeuroImage
6928,21880905,Training-induced neural plasticity in golf novices.,"Bezzola L, Merillat S, Gaser C, Jancke L",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6929,21880911,Corticotropin-releasing factor receptor 1 antagonist alters regional activation and effective connectivity in an emotional-arousal circuit during expectation of  abdominal pain.,"Hubbard CS, Labus JS, Bueller J, Stains J, Suyenobu B, Dukes GE, Kelleher DL, Tillisch K, Naliboff BD, Mayer EA",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6930,21880922,Dissociable effects of top-down and bottom-up attention during episodic encoding.,"Uncapher MR, Hutchinson JB, Wagner AD",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6931,21880924,Hearing loss in older adults affects neural systems supporting speech comprehension.,"Peelle JE, Troiani V, Grossman M, Wingfield A",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6932,21886614,A Data-Driven Investigation of Gray Matter-Function Correlations in Schizophrenia during a Working Memory Task.,"Michael AM, King MD, Ehrlich S, Pearlson G, White T, Holt DJ, Andreasen NC, Sakoglu U, Ho BC, Schulz SC, Calhoun VD",2011,Frontiers in human neuroscience
6933,21887888,"Stroop interference, hemodynamic response and aging: an event-related fMRI study.","Zysset S, Schroeter ML, Neumann J, von Cramon DY",2007,Neurobiology of aging
6934,21888979,Distinct pathways of neural coupling for different basic emotions.,"Tettamanti M, Rognoni E, Cafiero R, Costa T, Galati D, Perani D",2012,NeuroImage
6935,21888980,"Componential Granger causality, and its application to identifying the source and mechanisms of the top-down biased activation that controls attention to affective vs sensory processing.","Ge T, Feng J, Grabenhorst F, Rolls ET",2012,NeuroImage
6936,21888981,Large scale brain activations predict reasoning profiles.,"Reverberi C, Bonatti LL, Frackowiak RS, Paulesu E, Cherubini P, Macaluso E",2012,NeuroImage
6937,21888982,Do distinct atypical cortical networks process biological motion information in adults with Autism Spectrum Disorders?,"McKay LS, Simmons DR, McAleer P, Marjoram D, Piggot J, Pollick FE",2012,NeuroImage
6938,21889195,From storage to manipulation: How the neural correlates of verbal working memory  reflect varying demands on inner speech.,"Marvel CL, Desmond JE",2012,Brain and language
6939,21889196,Neural correlates of metonymy resolution.,"Rapp AM, Erb M, Grodd W, Bartels M, Markert K",2011,Brain and language
6940,21889520,Sensory and semantic category subdivisions within the anterior temporal lobes.,"Skipper LM, Ross LA, Olson IR",2011,Neuropsychologia
6941,21889594,Association between language and spatial laterality and cognitive ability: an fMRI study.,"Powell JL, Kemp GJ, Garcia-Finana M",2012,NeuroImage
6942,21889947,Neural correlates of contextual cueing are modulated by explicit learning.,"Westerberg CE, Miller BB, Reber PJ, Cohen NJ, Paller KA",2011,Neuropsychologia
6943,21890111,Multivariate searchlight classification of structural magnetic resonance imaging  in children and adolescents with autism.,"Uddin LQ, Menon V, Young CB, Ryali S, Chen T, Khouzam A, Minshew NJ, Hardan AY",2011,Biological psychiatry
6944,21890211,Mapping the depressed brain: a meta-analysis of structural and functional alterations in major depressive disorder.,"Sacher J, Neumann J, Funfstuck T, Soliman A, Villringer A, Schroeter ML",2012,Journal of affective disorders
6945,21893095,Microcontroller based fibre-optic visual presentation system for multisensory neuroimaging.,"Kurniawan V, Klemen J, Chambers CD",2011,Journal of neuroscience methods
6946,21893680,White-matter connectivity between face-responsive regions in the human brain.,"Gschwind M, Pourtois G, Schwartz S, Van De Ville D, Vuilleumier P",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6947,21893681,Is the link between anatomical structure and function equally strong at all cognitive levels of processing?,"Tahmasebi AM, Davis MH, Wild CJ, Rodd JM, Hakyemez H, Abolmaesumi P, Johnsrude IS",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6948,21896334,Female children with autism spectrum disorder: an insight from mass-univariate and pattern classification analyses.,"Calderoni S, Retico A, Biagi L, Tancredi R, Muratori F, Tosetti M",2012,NeuroImage
6949,21896494,An fMRI study of caring vs self-focus during induced compassion and pride.,"Simon-Thomas ER, Godzik J, Castle E, Antonenko O, Ponz A, Kogan A, Keltner DJ",2012,Social cognitive and affective neuroscience
6950,21896496,How does the brain regulate negative bias to stigma?,"Krendl AC, Kensinger EA, Ambady N",2012,Social cognitive and affective neuroscience
6951,21896497,The balance between feeling and knowing: affective and cognitive empathy are reflected in the brain's intrinsic functional dynamics.,"Cox CL, Uddin LQ, Di Martino A, Castellanos FX, Milham MP, Kelly C",2012,Social cognitive and affective neuroscience
6952,21898674,Functional adaptive changes within the hippocampal memory system of patients with multiple sclerosis.,"Hulst HE, Schoonheim MM, Roosendaal SD, Popescu V, Schweren LJ, van der Werf YD, Visser LH, Polman CH, Barkhof F, Geurts JJ",2012,Human brain mapping
